transaction_id,TransactionAmount,TransactionDate,MerchantID,Location,Latitude,Longitude,AccountID,CustomerAge,DeviceType,Channel,TransactionType,TransactionStatus,LoginAttempts,AccountBalance,TransactionDuration,is_weekend,is_true_anomaly
TX009753,157030.16,2025-07-30 12:40:21,M132,Ambon,-46.4723035,122.516644,1,19,Windows,MobileApp,Tarik Tunai,Success,1,14835008.416880377,84,0,0
TX006231,83644.14,2025-05-15 10:41:40,M123,Mataram,86.881366,44.421014,287,68,iOS,MobileApp,Debit,Success,1,274562.2800580225,106,0,0
TX002876,25740.16,2025-03-03 07:08:59,M2,Sukabumi,-53.485890,-98.443448,13,46,Linux,MobileApp,Debit,Success,1,4733973.256586228,112,0,0
TX005323,99185.13,2025-04-25 14:12:09,M41,Banjarmasin,69.6263355,94.681226,204,31,Windows,MobileApp,QR Payment,Success,1,5368898.83985126,105,0,0
TX000799,52333.35,2025-01-17 12:10:20,M18,Cimahi,84.9014285,-156.034272,469,46,Windows,Web,QR Payment,Success,1,1807358.513881919,102,0,0
TX003570,21959.41,2025-03-17 13:32:52,M164,Tidore Kepulauan,-69.7377495,-90.514027,98,70,Android,MobileApp,Tarik Tunai,Success,1,3790271.456631749,33,0,0
TX002894,72731.82,2025-03-03 13:42:47,M117,Cimahi,29.017186,67.035990,437,62,iOS,MobileApp,Tarik Tunai,Success,1,19596337.27840162,80,0,0
TX002927,224591.67,2025-03-04 08:08:58,M47,Pekanbaru,-63.5681195,131.905121,53,54,Windows,MobileApp,Debit,Success,1,3667969.1665421845,102,0,0
TX008178,176642.98,2025-06-26 11:20:44,M126,Ternate,-58.4762575,-18.300451,189,50,Windows,ATM,Transfer,Success,1,1280082.5924957597,90,0,0
TX000971,26195.22,2025-01-21 08:31:03,M112,Sabang,11.3340015,-175.852567,299,47,Mac,MobileApp,Kredit,Success,1,4741151.63162475,88,0,0
TX006687,63279.43,2025-05-24 12:15:43,M4,Parepare,-22.616081,52.446779,95,33,Linux,MobileApp,Kredit,Success,1,7634163.887198674,58,1,0
TX008575,235014.08,2025-07-04 21:30:18,M163,Salatiga,-19.314536,167.579900,255,64,Windows,MobileApp,QR Payment,Success,1,2873831.1046127127,51,0,0
TX002020,20355.33,2025-02-13 08:01:28,M84,Kota Administrasi Jakarta Pusat,-85.996857,127.131959,213,53,Mac,ATM,Transfer,Success,1,6471451.5471727485,86,0,0
TX009054,52724.52,2025-07-14 08:52:24,M97,Kendari,-71.744310,-15.144348,18,27,iOS,MobileApp,QR Payment,Success,1,407896.02606130217,97,0,0
TX000952,70101.72,2025-01-21 17:25:20,M31,Sawahlunto,33.4915605,-115.148024,347,69,Linux,MobileApp,QR Payment,Success,1,2328636.851136898,51,0,0
TX005359,33360.5,2025-04-26 16:43:54,M94,Sawahlunto,-29.484995,63.219719,402,70,Mac,MobileApp,Debit,Success,1,2366276.1197657296,34,1,0
TX003857,37827.01,2025-03-24 15:30:59,M179,Tasikmalaya,61.9410725,-143.201306,231,44,Android,MobileApp,Kredit,Success,1,4011170.620324475,24,0,0
TX005861,61667.67,2025-05-07 09:32:07,M148,Palangkaraya,25.630330,-11.006672,479,33,Android,EDC,Tarik Tunai,Success,1,5053437.715703168,119,0,0
TX003145,36305.68,2025-03-09 18:29:57,M76,Pematangsiantar,41.326064,-45.913161,35,24,Mac,MobileApp,Kredit,Success,1,15182410.656487001,110,1,0
TX003305,335426.53,2025-03-12 18:51:00,M36,Pagaralam,9.793642,75.575087,244,43,Windows,Web,Debit,Success,1,7558780.4676630385,65,0,0
TX003006,26593.48,2025-03-05 13:24:09,M41,Kota Administrasi Jakarta Pusat,78.8914315,-105.894465,52,22,iOS,EDC,Transfer,Success,1,4870002.665195355,41,0,0
TX009001,284053.39,2025-07-13 10:08:15,M79,Palembang,-75.6149945,-137.405489,110,46,Android,Web,Transfer,Success,1,221159.3100726718,37,1,0
TX007770,89094.71,2025-06-17 21:02:29,M88,Tanjungbalai,-13.409968,6.652615,178,38,Windows,MobileApp,Debit,Success,1,2360275.183146561,105,0,0
TX007438,100057.2,2025-06-10 15:51:18,M177,Kupang,11.5817545,138.946224,137,33,iOS,MobileApp,Tarik Tunai,Success,1,5089212.196537431,108,0,0
TX007942,24727.72,2025-06-20 18:28:47,M196,Pontianak,-7.5732005,140.340472,374,33,iOS,MobileApp,QR Payment,Success,1,776050.1731946074,61,0,0
TX009238,27185.71,2025-07-18 13:15:00,M200,Banjar,33.226093,-118.376515,492,34,Android,MobileApp,Kredit,Success,1,999283.2805316182,17,0,0
TX001056,32410.53,2025-01-23 08:14:26,M29,Bitung,29.337327,-108.115842,263,61,iOS,MobileApp,Transfer,Success,1,3397637.9253087277,24,0,0
TX003154,47340.57,2025-03-09 08:36:11,M187,Denpasar,43.901360,-102.949301,105,31,Linux,MobileApp,Debit,Success,1,10128894.25261813,79,1,0
TX003787,60297.05,2025-03-22 21:04:30,M118,Pangkalpinang,49.1495375,-88.960370,101,26,Mac,Web,Transfer,Success,1,9316999.37281859,45,1,0
TX009189,23026.07,2025-07-17 06:02:31,M163,Payakumbuh,73.5201275,-108.002717,170,61,iOS,MobileApp,QR Payment,Success,1,4148060.8451034334,90,0,0
TX007825,57113.92,2025-06-18 13:17:11,M61,Tarakan,-47.5344455,35.164803,348,32,Mac,ATM,Tarik Tunai,Success,1,878432.8506040421,66,0,0
TX007539,70762.83,2025-06-12 08:17:41,M142,Tidore Kepulauan,-1.571585,-82.526122,254,45,Windows,Web,Debit,Success,1,1353336.1637340316,49,0,0
TX007231,70940.56,2025-06-05 06:51:44,M185,Kendari,-71.744310,-15.144348,18,27,iOS,Web,Tarik Tunai,Success,1,389679.99013957696,72,0,0
TX000764,122563.12,2025-01-17 12:36:25,M146,Palu,35.006580,2.772085,47,32,Windows,Web,Kredit,Success,1,633957.4858049628,102,0,0
TX005019,50222.91,2025-04-18 10:41:02,M41,Tangerang Selatan,-8.669701,112.273324,346,65,Linux,Web,QR Payment,Success,1,6001996.498278264,16,0,0
TX004903,34099.99,2025-04-15 20:21:05,M55,Tomohon,-0.069896,-126.697857,356,19,Mac,ATM,Tarik Tunai,Success,1,4838489.681134674,34,0,0
TX008093,155669.09,2025-06-24 06:06:02,M168,Kota Administrasi Jakarta Utara,77.330569,62.881529,335,44,Windows,Web,Debit,Success,1,255438.3053240585,109,0,0
TX006843,45535.5,2025-05-28 16:55:08,M40,Palu,35.006580,2.772085,47,32,Windows,Web,Debit,Success,1,710985.1041988499,101,0,0
TX002165,27198.0,2025-02-16 16:59:21,M87,Bitung,29.337327,-108.115842,263,61,iOS,MobileApp,Kredit,Success,1,3402850.4616425843,113,1,0
TX001862,17091.89,2025-02-09 02:15:28,M188,Tasikmalaya,0.8700635,-109.185923,354,47,iOS,Web,Tarik Tunai,Success,1,17814038.18646868,55,1,0
TX007850,114327.76,2025-06-18 16:57:13,M169,Ternate,86.7892585,42.305333,176,60,Linux,Web,QR Payment,Success,1,2671516.333770058,98,0,0
TX009123,53072.1,2025-07-16 21:22:54,M129,Mataram,84.5859655,-38.715445,155,36,Mac,MobileApp,Tarik Tunai,Success,1,9755594.02959644,55,0,0
TX002340,22852.15,2025-02-20 22:44:48,M20,Gorontalo,86.6532265,46.389232,63,32,iOS,Web,Kredit,Success,1,1832717.4505743866,51,0,0
TX005527,86468.31,2025-04-30 20:01:15,M71,Bukittinggi,-26.506674,122.616605,484,42,Mac,MobileApp,QR Payment,Success,1,695230.578169789,81,0,0
TX006743,48392.97,2025-05-26 10:40:39,M28,Singkawang,-55.7692025,114.535075,424,39,Windows,Web,Tarik Tunai,Success,1,1873849.5536307376,27,0,0
TX004003,176583.29,2025-03-27 14:18:59,M85,Padang Sidempuan,-73.575110,19.150975,355,57,Linux,MobileApp,Kredit,Pending,1,2791084.3319448745,25,0,0
TX001123,82449.49,2025-01-24 13:00:25,M52,Prabumulih,-82.775090,50.428076,69,56,Android,MobileApp,Transfer,Success,1,872234.5175842056,20,0,0
TX008709,121826.1,2025-07-07 13:48:21,M89,Ternate,25.6232625,-23.900799,305,66,Android,MobileApp,Kredit,Success,1,2970441.8012547255,57,0,0
TX004049,109842.31,2025-03-28 22:12:51,M131,Balikpapan,-27.891810,33.718647,207,23,Mac,MobileApp,Transfer,Pending,1,1436670.9752193142,111,0,0
TX007640,94403.4,2025-06-14 20:54:53,M13,Kendari,36.890701,146.269580,57,26,iOS,Web,Tarik Tunai,Success,1,4325141.756408496,60,1,0
TX000765,78035.18,2025-01-17 23:30:11,M125,Batu,-25.1129915,-27.725228,405,63,iOS,Web,QR Payment,Success,1,2027897.3698716576,22,0,0
TX002344,38365.4,2025-02-20 13:04:31,M89,Malang,25.033698,-112.583855,31,30,Android,MobileApp,Debit,Success,1,949985.7980409088,114,0,0
TX004071,27747.94,2025-03-28 11:00:54,M159,Batu,-30.808220,-62.984288,497,46,Linux,Web,Tarik Tunai,Success,1,2440205.277472957,60,0,0
TX007216,55651.75,2025-06-05 06:53:43,M192,Pekalongan,13.018209,-0.483284,295,27,Android,Web,Transfer,Success,1,1971906.0100546824,58,0,0
TX004216,126361.32,2025-04-01 08:19:49,M77,Banjarmasin,69.6263355,94.681226,204,31,Windows,Web,QR Payment,Success,1,5341722.651581248,111,0,0
TX007952,34597.88,2025-06-21 09:01:22,M64,Balikpapan,12.1101955,136.548065,421,29,Mac,MobileApp,Tarik Tunai,Success,1,4757168.887171249,46,1,0
TX005970,107573.77,2025-05-09 14:14:55,M55,Parepare,-12.1936655,144.296697,412,70,Linux,Web,QR Payment,Success,1,13875868.27837618,21,0,0
TX003350,50855.74,2025-03-13 21:12:16,M179,Tanjungpinang,-77.7382145,-14.646689,152,42,Android,ATM,Transfer,Success,1,3625113.457214481,38,0,0
TX004695,196263.23,2025-04-11 14:54:45,M148,Kota Administrasi Jakarta Timur,-24.2249325,45.108290,209,18,Windows,MobileApp,Kredit,Success,1,3301095.1112320554,49,0,0
TX003399,25310.58,2025-03-14 09:26:14,M69,Banjarmasin,4.9062255,0.375955,162,21,Windows,MobileApp,Kredit,Success,1,945426.939565208,73,0,0
TX004081,181176.86,2025-03-29 06:39:30,M76,Parepare,-5.5800895,-103.689739,301,30,Mac,MobileApp,Debit,Success,1,12500108.349773312,118,1,0
TX009149,153845.3,2025-07-17 10:54:04,M195,Semarang,-10.6865355,83.656949,83,50,Android,MobileApp,Tarik Tunai,Success,1,21632478.50881819,70,0,0
TX001224,176779.67,2025-01-26 09:18:42,M184,Surakarta,-31.7128605,-136.191024,153,42,Windows,MobileApp,QR Payment,Success,1,1632480.5715843693,101,1,0
TX006292,158191.62,2025-05-16 09:30:46,M111,Cilegon,-39.954697,9.390504,418,60,Mac,MobileApp,Tarik Tunai,Success,1,1046393.7310646618,42,0,0
TX003122,39636.88,2025-03-08 17:35:22,M175,Balikpapan,12.1101955,136.548065,421,29,Mac,Web,Transfer,Success,1,4752129.889347552,116,1,0
TX000510,32930.27,2025-01-11 13:36:48,M41,Binjai,67.288237,140.766180,86,56,iOS,MobileApp,Tarik Tunai,Success,1,4565161.646593576,109,1,0
TX005794,38197.14,2025-05-05 00:51:48,M90,Sukabumi,52.322360,108.424276,453,35,Linux,Web,QR Payment,Success,1,6856433.96412768,112,0,0
TX008181,675002.27,2025-06-26 21:10:26,M133,Binjai,88.7442755,-136.130288,327,33,Windows,MobileApp,Debit,Success,1,2793447.960080678,73,0,0
TX009417,210208.1,2025-07-22 17:41:19,M178,Magelang,-60.922886,-63.610012,493,28,iOS,Web,QR Payment,Success,1,7650303.813139211,19,0,0
TX000096,79309.78,2025-01-02 15:40:26,M75,Sawahlunto,-66.113479,-11.119042,363,38,iOS,Web,Debit,Success,1,4548441.880300691,51,0,0
TX006681,95939.6,2025-05-24 23:30:07,M90,Subulussalam,-32.8357645,69.706558,2,33,iOS,MobileApp,Transfer,Failed,1,2490681.6398549937,80,1,0
TX001512,63697.29,2025-02-02 07:00:47,M162,Batam,-48.356923,-125.668455,109,46,Linux,MobileApp,QR Payment,Success,1,3484230.033072176,49,1,0
TX008791,37164.68,2025-07-09 08:32:23,M9,Denpasar,26.4354335,-21.605515,93,41,Windows,Web,Transfer,Success,1,3002236.545997896,28,0,0
TX000119,45384.97,2025-01-03 03:49:31,M50,Bandar Lampung,72.8939845,125.754124,485,46,Windows,MobileApp,Kredit,Success,2,1609014.0012435361,19,0,0
TX007791,28215.0,2025-06-17 18:15:28,M158,Tegal,11.874764,-83.116654,198,26,Windows,MobileApp,Debit,Success,1,12630701.341625612,80,0,0
TX006517,46635.07,2025-05-21 09:47:01,M35,Probolinggo,-43.132128,143.266536,222,41,Android,MobileApp,QR Payment,Success,1,6339709.126999887,80,0,0
TX000033,169255.05,2025-01-01 07:01:02,M84,Tangerang Selatan,-4.8918055,19.962831,462,20,Android,Web,Debit,Success,1,543442.9792283284,57,0,0
TX007887,35361.56,2025-06-19 08:46:24,M82,Banjarbaru,36.960233,54.357675,262,69,Linux,MobileApp,Transfer,Success,1,502371.68844538776,11,0,0
TX006830,56021.69,2025-05-28 13:29:22,M38,Denpasar,43.6005205,-173.671194,253,24,Linux,ATM,Tarik Tunai,Success,1,1321792.9791027624,10,0,0
TX005421,48911.06,2025-04-27 17:31:41,M183,Tasikmalaya,61.9410725,-143.201306,231,44,Android,MobileApp,Debit,Success,1,4000086.5788037064,52,1,0
TX001068,13000.71,2025-01-23 17:47:03,M18,Surabaya,69.823560,-154.339467,50,69,Windows,MobileApp,Tarik Tunai,Success,1,2133511.117445248,32,0,0
TX001347,48273.54,2025-01-29 11:02:52,M177,Banda Aceh,-39.2898255,-174.134187,90,18,Linux,Web,QR Payment,Success,1,1338988.2747520853,33,0,0
TX004747,62039.84,2025-04-12 10:12:20,M156,Ambon,-46.4723035,122.516644,1,19,Windows,ATM,Transfer,Success,1,14929998.734851185,12,1,0
TX006005,44084.18,2025-05-10 11:07:36,M23,Ambon,20.770647,-74.784320,251,29,Linux,MobileApp,QR Payment,Failed,1,5695912.772696866,84,1,0
TX006039,115339.62,2025-05-10 13:24:24,M16,Tasikmalaya,18.6449845,-118.949223,141,35,Mac,MobileApp,QR Payment,Success,1,832731.213011222,116,1,0
TX003817,121367.28,2025-03-23 22:36:36,M45,Magelang,-53.3895425,116.295217,147,66,iOS,MobileApp,QR Payment,Success,1,1513529.78330824,11,1,0
TX008446,29076.78,2025-07-01 13:23:35,M51,Lubuklinggau,45.072173,4.626495,64,50,Mac,Web,Kredit,Success,1,1946803.0630284916,44,0,0
TX005269,195775.55,2025-04-24 15:39:32,M102,Gorontalo,-43.844913,27.255184,440,53,Linux,MobileApp,QR Payment,Failed,1,1726713.38508915,79,0,0
TX006897,119883.7,2025-05-29 15:09:43,M164,Bontang,-31.1609655,-82.444715,430,49,Linux,MobileApp,Tarik Tunai,Success,1,598138.5819158856,55,0,0
TX005309,157639.56,2025-04-25 11:09:27,M145,Padang,-7.2025845,113.350220,427,51,iOS,ATM,Debit,Success,1,1689693.752055522,97,0,0
TX000031,127998.08,2025-01-01 15:15:40,M176,Pematangsiantar,41.326064,-45.913161,35,24,Mac,MobileApp,Transfer,Success,4,15090718.260586994,21,0,0
TX005674,35919.27,2025-05-02 10:50:18,M170,Lhokseumawe,-9.891176,116.652313,58,65,Linux,MobileApp,Transfer,Success,1,980017.7974029769,81,0,0
TX004386,109917.9,2025-04-04 14:08:05,M75,Bandar Lampung,51.9010835,173.199661,271,38,Mac,MobileApp,Tarik Tunai,Success,1,13709270.123521427,117,0,0
TX000029,25230.16,2025-01-01 22:39:44,M102,Tegal,41.696766,58.047412,173,55,Linux,MobileApp,Debit,Success,1,774905.2294567476,119,0,0
TX004202,26801.19,2025-03-31 15:47:12,M4,Kendari,48.146089,168.740911,361,29,Android,Web,Tarik Tunai,Success,1,6847249.388808497,33,0,0
TX007507,51215.21,2025-06-11 12:28:38,M35,Tangerang Selatan,-8.669701,112.273324,346,65,Linux,Web,Kredit,Success,1,6001004.198204232,22,0,0
TX000735,125841.92,2025-01-16 20:50:06,M33,Probolinggo,42.9792835,-174.831289,274,30,Mac,MobileApp,Tarik Tunai,Success,1,1661097.3558133212,81,0,0
TX002067,47106.21,2025-02-14 13:04:29,M182,Padang Sidempuan,-73.575110,19.150975,355,57,Linux,MobileApp,Tarik Tunai,Success,1,2920561.409034017,106,0,0
TX000106,54836.9,2025-01-03 01:29:28,M10,Balikpapan,-85.067833,40.068429,158,27,iOS,MobileApp,Debit,Success,1,2342174.4343988006,46,0,0
